area_sqft,bedrooms,bathrooms,living_area_sqft,kitchen_area_sqft,dining_area_sqft,garage_area_sqft,balcony_area_sqft,floors,age_years,location,property_type,price_usd
2091,3,2,923,237,201,150,101,4,40,Boston,Villa,1083138
2475,5,6,921,189,195,773,53,1,10,Boston,Apartment,796950
869,7,4,445,43,50,4,241,3,20,Los Angeles,Apartment,124267
812,2,1,316,76,52,564,126,3,17,Houston,Villa,440916
6828,7,1,2978,530,515,92,163,2,10,Chicago,Townhouse,1577268
2933,2,5,1491,174,211,236,96,1,0,Los Angeles,Villa,1466500
1281,7,1,457,102,74,45,222,4,1,Denver,Townhouse,649467
4087,4,2,1539,483,339,478,174,1,24,New York,Penthouse,514962
4606,7,6,2473,296,294,511,36,1,9,Seattle,Townhouse,1847006
4903,2,5,2547,449,388,139,159,4,44,Denver,Penthouse,843316
5922,5,2,3005,492,528,394,140,4,9,Los Angeles,House,2653056
2796,3,3,1463,251,205,227,240,2,15,Phoenix,Apartment,799656
5056,1,1,2035,355,327,74,290,4,44,Boston,Apartment,1946560
2661,3,5,1078,185,221,669,193,2,50,Houston,Apartment,1224060
4718,7,3,2197,346,313,22,289,4,23,Phoenix,Apartment,1651300
4274,8,4,1722,274,339,143,4,2,49,Denver,House,1628394
5768,4,5,3051,407,380,742,4,3,29,New York,Apartment,2618672
4619,2,4,1878,410,286,261,35,3,26,New York,Apartment,1907647
3403,5,6,1497,392,293,696,184,2,1,Dallas,Penthouse,969855
4608,3,2,2152,250,443,407,10,3,45,Houston,Villa,2949120
6513,5,2,3335,378,516,534,80,4,47,Miami,Villa,1263522
4207,4,1,1930,390,416,412,211,4,2,Phoenix,Penthouse,1140097
7849,6,3,3238,518,688,645,241,3,48,Dallas,Apartment,2927677
7057,3,5,3761,372,435,92,65,4,15,Seattle,Penthouse,3352075
7626,6,1,4045,512,576,585,243,4,5,Chicago,Townhouse,4873014
4450,3,4,1793,476,332,166,253,2,46,Boston,House,2095950
7522,6,6,3208,770,432,68,259,4,42,Boston,Apartment,2587568
7098,4,4,2904,459,428,527,104,3,36,Houston,Apartment,1227954
2670,2,5,1028,196,160,361,217,1,3,Dallas,Apartment,403170
1599,1,6,615,165,85,738,255,2,38,Houston,Townhouse,777114
5980,5,3,2559,423,333,617,97,4,17,Chicago,Penthouse,2726880
3170,8,5,1622,173,197,630,44,2,32,Miami,Villa,415270
2160,5,5,1022,235,191,552,242,3,11,New York,Apartment,496800
7337,5,4,3178,600,663,258,172,1,16,Dallas,House,2054360
7689,8,5,3387,903,695,464,267,1,40,Los Angeles,Townhouse,4690290
3424,4,2,1464,381,198,198,230,3,7,Denver,Apartment,1705152
5770,1,5,2913,516,353,781,221,4,24,Chicago,Apartment,1580980
6813,1,1,3237,472,415,739,93,3,22,Dallas,Townhouse,4189995
1864,2,3,791,114,149,460,283,2,22,New York,House,872352
4074,2,2,1760,425,209,91,63,1,47,New York,Apartment,1214052
3291,1,1,1460,270,328,572,221,3,50,Chicago,Penthouse,2073330
6986,7,1,2897,646,686,781,212,4,7,Denver,House,2361268
3700,3,1,1586,229,242,511,166,4,5,Chicago,Penthouse,943500
2192,6,2,1095,196,175,658,298,1,6,New York,Townhouse,392368
6778,1,5,2606,344,554,683,67,1,49,Chicago,Apartment,2812870
1022,6,4,466,57,68,323,291,2,26,Phoenix,Townhouse,294336
1364,2,5,553,93,80,778,146,1,17,Boston,Penthouse,815672
7868,5,5,3848,656,450,376,201,1,18,Miami,Apartment,3934000
3457,2,4,1736,382,327,718,255,4,44,Chicago,Apartment,1984318
4483,3,6,2066,428,347,196,281,3,0,Miami,Townhouse,2371507
1117,1,3,548,62,62,422,126,1,49,Chicago,Villa,552915
1094,8,2,489,80,82,735,124,4,7,New York,Villa,171758
5238,1,1,2410,491,348,634,86,3,3,Phoenix,Apartment,806652
624,1,1,281,36,53,795,148,4,37,Los Angeles,Apartment,305760
4957,2,6,1791,425,315,652,21,4,8,Houston,Villa,654324
2138,5,5,830,212,189,389,294,2,32,Phoenix,Penthouse,654228
7644,7,5,2807,412,753,342,198,2,50,Houston,House,3684408
5267,1,6,2700,586,469,518,210,1,26,Boston,Townhouse,3302409
5036,5,6,2026,466,410,124,233,1,44,Los Angeles,Townhouse,2925916
4617,1,4,2522,411,273,607,271,4,13,Dallas,Penthouse,1338930
4611,6,6,2401,531,422,681,180,4,39,Houston,House,1964286
2883,1,2,1510,256,193,31,218,1,32,New York,Townhouse,1651959
2099,4,5,849,116,207,187,108,3,18,Chicago,Villa,489067
5108,5,6,2369,308,448,5,101,4,42,Denver,House,1128868
5605,2,1,2332,514,466,34,79,2,3,Phoenix,Villa,3329370
3220,5,5,1464,191,209,738,131,3,49,Dallas,Penthouse,1571360
947,8,4,413,111,54,377,186,2,17,Houston,Penthouse,147732
4066,1,5,1844,340,394,249,53,4,46,Los Angeles,House,609900
1775,5,5,761,167,107,133,152,2,39,Los Angeles,Villa,385175
1427,8,5,564,154,139,403,165,2,38,Houston,Penthouse,241163
2205,3,5,1097,133,114,558,82,2,37,Dallas,House,1173060
3049,2,4,1264,333,180,136,39,2,45,Dallas,Penthouse,1548892
1605,7,6,787,192,151,17,211,1,33,Denver,Villa,898800
7867,4,4,2761,438,752,379,23,2,6,New York,Townhouse,1707139
7613,4,5,3227,766,747,212,68,4,14,Los Angeles,House,3167008
6725,8,1,2378,368,406,23,149,4,43,Houston,Villa,3705475
7474,1,4,3418,649,649,37,188,2,35,Phoenix,House,2757906
7752,8,1,2813,476,600,411,181,4,44,Denver,Villa,1573656
4484,3,6,2200,356,396,651,179,3,20,Denver,Townhouse,2206128
5062,6,5,2103,494,419,553,216,2,8,Boston,Villa,1584406
7859,3,2,2896,791,647,185,117,1,31,Los Angeles,House,2247674
2611,8,3,1098,282,190,513,289,1,18,New York,House,1062677
5692,4,5,2764,303,304,319,21,2,0,Houston,Apartment,2476020
6954,4,6,2585,831,648,173,52,4,11,Boston,Apartment,3421368
7563,6,5,3412,841,677,143,160,2,7,Chicago,House,4560489
7027,1,4,3816,816,464,710,266,1,27,Miami,House,2522693
1006,2,2,467,65,59,118,64,4,48,Dallas,House,263572
4515,5,4,2249,305,308,593,100,3,33,Denver,Townhouse,1133265
1248,5,5,544,144,78,250,85,1,33,Dallas,Villa,545376
5594,8,5,2057,623,415,675,20,1,43,Boston,Villa,1694982
4226,3,3,1537,248,308,457,219,3,37,Chicago,House,1741112
1607,3,1,830,116,153,256,247,2,25,New York,Penthouse,414606
4717,5,3,1721,373,435,439,28,2,26,Miami,House,2448123
3748,2,4,1759,227,349,603,169,3,10,Denver,Villa,2158848
815,7,1,429,55,59,342,62,2,34,Seattle,House,430320
1529,8,4,785,122,86,246,42,2,23,Los Angeles,Townhouse,629948
7684,6,2,3898,785,665,542,232,4,22,Dallas,Townhouse,3012128
2027,5,2,732,138,124,71,181,2,17,Denver,Apartment,914177
4118,6,5,1851,311,223,606,117,3,4,Houston,Penthouse,2026056
6397,4,4,3213,671,595,283,114,3,4,Denver,Townhouse,921168
3874,6,1,2052,297,316,701,44,4,10,Boston,Apartment,910390
1021,3,5,406,80,96,568,137,1,23,Chicago,Villa,318552
6122,3,5,2890,581,385,236,108,1,17,Chicago,Penthouse,1408060
1585,8,3,587,98,142,381,290,4,39,Chicago,House,686305
731,8,4,385,64,67,213,206,2,14,Denver,Townhouse,424711
6291,5,6,2525,451,350,184,55,1,21,New York,House,1736316
3080,1,6,1486,313,302,84,57,1,39,Houston,Villa,723800
1326,1,1,532,158,127,269,279,2,2,Seattle,Townhouse,172380
3511,1,6,1795,237,348,377,0,4,45,Boston,Villa,568782
2223,1,6,1214,176,216,369,119,2,24,Boston,Villa,666900
4942,6,3,2460,307,327,641,299,4,38,Dallas,Townhouse,1413412
4572,3,3,2272,345,288,339,119,4,36,New York,Villa,1682496
2980,4,1,1582,151,295,669,117,2,7,Denver,House,1799920
6503,7,2,3240,339,567,18,137,2,5,Los Angeles,Apartment,1918385
5328,6,4,2657,423,296,32,186,4,43,Boston,Apartment,1262736
1233,5,6,643,144,99,449,99,3,38,Houston,Apartment,287289
7539,2,5,4053,421,527,648,75,1,7,Seattle,Villa,2548182
4615,3,4,1695,490,328,675,181,3,11,Seattle,Villa,789165
3752,7,1,1969,304,291,437,150,2,47,Seattle,Townhouse,1729672
1763,7,4,899,93,150,712,282,4,48,Phoenix,Penthouse,1059563
2113,2,6,1151,223,128,438,124,1,22,New York,Penthouse,1210749
1905,3,3,755,216,134,259,165,3,17,Los Angeles,Townhouse,1127760
5032,5,2,2370,548,486,727,32,2,32,Houston,House,2576384
3911,3,6,1497,349,383,481,282,1,38,Houston,Villa,2025898
1588,3,5,684,142,141,635,107,3,24,Los Angeles,Villa,744772
837,5,2,427,68,76,683,252,3,5,Boston,Penthouse,192510
2973,6,1,1159,230,274,25,7,4,24,New York,Villa,1198119
561,6,5,275,38,50,754,71,2,32,Miami,House,281622
5872,5,3,3220,632,306,326,69,3,49,Dallas,Villa,1661776
1605,3,4,641,157,149,599,5,4,0,Los Angeles,Villa,526440
3427,4,4,1556,184,278,676,159,2,9,Seattle,Apartment,1569566
2929,2,1,1519,255,259,624,91,4,17,Chicago,Penthouse,1121807
2355,8,1,832,168,222,591,125,1,8,Dallas,Townhouse,939645
2707,1,6,1170,211,210,269,224,1,39,New York,Townhouse,1572767
4239,3,2,2321,218,383,711,240,2,37,Houston,Penthouse,699435
4278,1,4,2327,230,310,252,32,1,0,Boston,Villa,2006382
2505,1,1,1112,293,176,222,249,2,37,Miami,Apartment,1072140
1441,2,5,748,81,108,605,52,3,36,Boston,Penthouse,471207
7853,2,1,4088,446,776,797,197,2,34,Miami,House,2316635
2064,8,6,854,205,136,545,112,2,41,Phoenix,Apartment,1174416
5382,4,5,2736,581,519,791,90,4,46,Seattle,Apartment,1275534
5048,7,2,1952,574,338,355,232,1,0,Phoenix,Penthouse,913688
7782,1,6,2856,510,442,729,62,3,32,Miami,Penthouse,3758706
4351,3,4,2282,512,317,720,132,3,3,Los Angeles,Apartment,1766506
3309,4,3,1553,318,289,652,142,3,31,Seattle,Penthouse,2021799
4149,6,3,1788,249,414,210,217,1,49,Dallas,Townhouse,1501938
7364,4,6,2712,754,724,516,285,4,0,Miami,House,2783592
3860,7,5,1933,394,379,190,193,3,32,New York,House,1223620
5073,7,5,2214,258,341,439,183,4,3,Denver,Penthouse,1283469
6521,4,5,2321,482,498,695,20,1,22,Houston,Villa,1741107
4575,5,6,2128,322,418,456,34,2,17,Houston,Townhouse,2932575
1432,4,5,527,108,92,33,115,2,20,Phoenix,Penthouse,610032
4140,6,6,2099,330,219,526,0,1,10,Miami,Penthouse,2450880
6149,8,4,2648,734,554,573,150,2,24,Seattle,Townhouse,2361216
6123,4,6,2926,682,575,139,234,4,35,Dallas,House,2216526
3535,7,2,1872,243,340,393,257,2,4,Los Angeles,Townhouse,1976065
7751,5,3,2953,493,738,143,173,4,0,Denver,House,4937387
7396,3,4,4003,450,723,657,112,3,48,Miami,Penthouse,2803084
4643,4,4,2136,419,304,226,11,4,10,Seattle,Townhouse,1462545
5134,3,2,2234,316,506,730,132,4,34,Houston,Townhouse,2043332
3573,1,1,1669,248,299,425,37,2,42,Chicago,Apartment,1243404
6703,3,6,3528,363,605,69,202,3,43,Denver,Villa,1367412
7666,3,4,3001,436,484,714,51,1,25,Los Angeles,Townhouse,1962496
3233,3,2,1341,244,281,228,190,4,16,Denver,Villa,2078819
7508,4,2,3942,733,480,374,210,4,6,Seattle,Penthouse,4106876
2187,3,5,783,215,181,284,208,1,15,Houston,House,920727
7895,5,6,3181,770,434,635,256,4,46,Chicago,Apartment,1681635
5897,8,3,2369,497,516,599,7,3,13,Boston,Townhouse,1786791
3379,2,3,1650,180,237,501,140,3,42,Phoenix,Penthouse,969773
722,3,1,392,60,37,392,268,2,6,New York,Apartment,336452
4834,4,5,2286,415,450,740,16,4,46,New York,Villa,2450838
3042,5,6,1169,259,199,734,277,4,18,Miami,Penthouse,1265472
5821,4,4,2486,428,559,546,58,3,23,Boston,Villa,1810331
1192,8,2,652,138,68,217,32,3,41,Dallas,Apartment,534016
552,3,5,221,54,36,733,151,4,18,New York,Townhouse,331752
3998,2,4,1661,200,313,761,53,1,10,Chicago,Villa,1171414
7383,3,4,2704,721,414,256,227,2,42,Miami,Apartment,3684117
2342,7,4,844,280,139,644,122,2,2,Phoenix,Apartment,501188
6299,8,3,2217,611,472,633,50,3,12,Dallas,Townhouse,3426656
2576,8,2,1316,150,177,633,62,3,40,New York,Penthouse,1097376
1107,1,2,478,70,60,217,204,2,35,Dallas,Villa,253503
7226,3,6,2792,840,594,598,279,3,1,Boston,Penthouse,2001602
5245,1,6,2150,298,452,785,95,2,16,Denver,Villa,1395170
6021,1,2,2903,493,440,361,89,2,20,Phoenix,Apartment,3239298
4435,7,4,1561,358,245,174,226,3,48,Chicago,Apartment,1640950
4531,4,5,1639,304,316,320,79,2,44,Boston,Townhouse,2424085
4396,7,4,1847,325,248,35,174,2,1,Denver,Penthouse,1956220
7899,8,5,3151,923,410,772,158,1,24,Phoenix,Apartment,1666689
2679,8,1,1436,153,149,82,165,3,12,Boston,Townhouse,776910
5810,8,5,2102,402,403,24,89,1,11,Miami,Townhouse,1336300
6912,3,2,3238,356,399,773,58,1,23,Seattle,Apartment,1942272
2390,2,2,1053,160,160,368,195,3,9,Seattle,Villa,884300
3550,8,6,1658,313,262,429,73,1,9,Seattle,House,1380950
3640,1,5,1802,420,187,712,200,3,36,Denver,Penthouse,720720
1878,5,3,1020,109,181,196,119,2,50,Seattle,Apartment,771858
6624,5,2,3176,647,655,518,140,2,43,Houston,Apartment,3596832
5575,1,1,2362,427,332,319,11,1,12,Miami,Penthouse,3356150
2638,1,4,1051,186,191,786,253,4,38,Miami,House,1506298
6645,8,5,3474,354,430,401,208,2,19,Phoenix,Apartment,3767715
1968,6,6,1003,143,164,781,0,2,3,Chicago,Villa,310944
4827,3,6,1960,530,363,733,186,2,41,Phoenix,Apartment,1612218
3828,1,2,1594,226,346,575,287,4,42,Denver,House,1714944
3979,2,6,1992,227,272,410,144,1,35,Dallas,House,1718928
7030,5,5,3301,494,580,29,143,4,28,Phoenix,Apartment,1462240
6214,8,3,2376,373,566,390,262,2,42,Boston,House,3113214
2190,2,3,807,121,164,698,210,3,46,New York,Villa,937320
2010,7,1,792,140,139,602,170,3,2,Dallas,Villa,321600
7828,5,1,3663,462,621,223,86,3,41,Chicago,Townhouse,2966812
6490,1,5,2373,727,473,646,73,2,42,Seattle,House,1298000
3493,5,1,1553,388,249,277,163,4,26,Denver,Apartment,1868755
5360,1,2,2820,598,284,580,241,1,40,Phoenix,Apartment,1168480
5245,3,3,2595,276,379,520,254,1,29,Los Angeles,Apartment,1699380
2137,8,4,829,229,127,182,84,3,17,Houston,House,1049267
5535,8,4,2711,643,375,590,156,2,23,Los Angeles,House,2081160
4167,8,1,2054,476,346,786,65,3,32,New York,Villa,775062
4780,1,3,2125,256,267,650,124,4,19,Seattle,Townhouse,3068760
1597,4,3,565,153,87,259,34,2,11,Miami,House,701083
6894,8,4,3525,545,477,426,24,1,27,Denver,Penthouse,3467682
6668,3,3,2576,410,428,633,6,3,43,Denver,Townhouse,3867440
3777,3,5,1955,206,259,373,289,4,0,Boston,Villa,2300193
2713,4,5,1049,211,149,189,1,4,39,Boston,Villa,819326
4778,7,5,2205,339,284,146,295,2,39,Miami,Penthouse,1576740
2290,5,6,1063,185,165,124,63,3,1,Phoenix,Penthouse,1282400
3649,8,4,2006,385,355,140,18,3,12,Denver,Apartment,1357428
1748,3,5,775,105,129,197,278,4,9,Boston,House,847780
984,4,3,428,65,81,163,115,4,6,Los Angeles,Villa,318816
5231,3,6,2414,317,313,101,201,4,40,Dallas,Penthouse,1632072
2179,5,2,1055,160,143,741,187,4,32,Houston,Penthouse,407473
1226,6,1,487,108,119,778,76,1,5,New York,Penthouse,364122
1894,6,3,772,116,152,547,119,3,31,Los Angeles,Townhouse,721614
6691,3,6,3002,662,635,607,267,2,26,Dallas,House,1204380
2914,3,1,1431,150,157,323,57,1,46,Miami,House,582800
5751,5,2,2986,675,326,775,153,3,30,Phoenix,Villa,3260817
5001,8,1,2062,389,314,712,285,4,39,Dallas,Penthouse,2850570
7347,3,5,3565,857,648,41,194,3,12,Dallas,Villa,1153479
7976,5,1,3002,783,579,567,202,1,41,Los Angeles,Penthouse,1643056
2127,3,3,1091,170,129,670,33,1,7,Seattle,Penthouse,1229406
3854,3,6,1353,461,245,741,59,3,14,Houston,Villa,2362502
572,8,2,310,52,55,615,168,3,14,Boston,Villa,323752
4834,1,5,1780,501,348,569,290,1,46,Phoenix,House,2339656
7569,8,5,3507,574,617,336,115,2,34,New York,Apartment,4783608
801,7,5,421,93,73,451,293,4,11,Los Angeles,Villa,454968
6751,7,5,2997,658,524,443,222,4,4,Chicago,Villa,4340893
6553,2,2,2483,402,505,225,4,3,20,New York,Villa,2804684
7297,1,5,2851,558,506,773,178,2,33,Denver,Villa,1780468
5707,5,3,2341,508,352,58,169,1,49,Dallas,Apartment,1152814
643,5,4,339,52,60,225,273,4,23,Dallas,Apartment,145961
2002,8,3,736,159,115,753,90,4,15,Los Angeles,Townhouse,422422
1703,6,3,763,143,117,726,54,4,21,Los Angeles,Townhouse,613080
1912,6,3,765,212,172,127,198,4,41,Miami,Penthouse,904376
1637,7,4,780,126,100,74,222,2,18,Denver,Townhouse,697362
2632,4,2,932,183,140,137,222,3,12,Denver,Apartment,768544
7079,3,2,2571,728,696,481,242,2,41,Boston,Villa,3284656
6126,4,3,3343,310,407,168,200,1,6,Seattle,Penthouse,3651096
1909,6,6,803,203,160,84,41,3,29,Miami,Apartment,1179762
2309,3,3,1235,195,187,483,260,2,36,New York,Villa,350968
4961,8,3,2597,484,306,314,73,1,12,Los Angeles,Villa,957473
7329,6,5,3111,384,685,304,113,4,44,Los Angeles,Townhouse,2770362
538,3,6,265,34,34,462,231,2,23,Chicago,Apartment,289444
4085,4,2,1674,333,354,547,195,2,46,Miami,Townhouse,649515
1511,8,6,707,166,142,537,295,4,26,Denver,House,679950
4432,2,3,1782,468,262,170,297,2,5,Denver,House,2207136
3730,1,4,1697,371,228,177,216,3,30,Dallas,Villa,1309230
7075,8,1,3166,708,580,628,225,4,14,Houston,Apartment,2370125
1812,8,6,643,184,121,640,295,1,10,Los Angeles,Villa,815400
2737,7,4,1026,201,145,362,260,2,25,Seattle,House,1067430
1546,6,6,711,147,109,622,78,3,1,Chicago,House,596756
3187,6,1,1370,257,176,539,65,4,2,Denver,Townhouse,659709
1616,5,1,860,181,158,449,16,4,24,Phoenix,Villa,287648
3599,4,4,1691,248,262,765,129,2,36,Houston,Villa,2184593
6216,5,3,3355,662,443,738,298,1,43,Chicago,Townhouse,3027192
5062,3,4,2328,448,436,779,278,4,14,Seattle,Penthouse,3224494
6034,4,4,2710,480,355,118,4,4,24,Seattle,Apartment,1906744
2837,1,3,1407,287,182,714,283,3,47,Chicago,Penthouse,1058201
4291,5,4,2163,486,366,292,191,3,29,Seattle,Townhouse,1304464
2779,1,6,1365,276,175,775,144,4,22,Phoenix,Apartment,1370047
1913,8,1,758,122,163,459,84,3,36,Seattle,House,474424
4301,3,5,1977,411,425,414,220,3,25,Boston,House,1694594
1812,7,4,965,144,95,512,23,4,31,Seattle,House,1146996
4922,8,3,2596,406,455,495,108,4,36,New York,Villa,2337950
2636,3,1,999,166,257,252,100,4,39,Boston,Villa,1547332
3793,4,2,1922,389,265,719,205,3,12,Houston,Penthouse,2055806
6143,6,2,2375,457,468,82,206,3,18,Phoenix,Villa,1953474
7688,2,5,3069,448,574,764,117,3,30,Miami,Villa,2783056
1813,2,6,798,94,105,379,202,1,24,Dallas,House,650867
5295,8,1,2051,338,331,50,194,2,24,Houston,Penthouse,2361570
5241,3,6,2225,396,273,144,46,1,14,Los Angeles,Apartment,3050262
7099,5,5,3675,788,638,477,299,1,14,New York,Townhouse,1192632
3661,5,1,2008,226,277,338,77,1,29,Los Angeles,Villa,2350362
2288,8,2,882,217,144,395,151,1,4,New York,Townhouse,892320
6080,8,4,3221,700,368,21,260,2,22,Boston,Townhouse,2796800
4197,2,4,2137,457,298,675,198,4,15,Seattle,Townhouse,818415
5507,6,2,2838,359,457,635,64,2,23,Seattle,Villa,2968273
3681,5,1,1441,383,191,332,115,3,13,New York,Townhouse,1155834
7847,1,2,3715,847,448,58,136,2,43,Seattle,House,4441402
5861,2,2,2969,682,516,748,293,4,17,Dallas,Villa,1705551
2177,5,6,1069,176,207,409,286,2,42,Denver,Apartment,1166872
6977,3,3,3745,655,444,781,131,4,5,Chicago,House,1520986
4642,6,2,1931,427,289,311,237,4,35,Denver,House,1109438
4988,2,1,2435,501,356,500,73,2,44,Los Angeles,Apartment,3057644
5296,7,5,2168,544,507,64,204,2,48,Chicago,House,2044256
6019,1,6,2441,363,426,440,136,2,7,Seattle,Villa,1486693
3237,2,4,1475,364,163,303,44,2,43,Houston,Apartment,786591
5285,8,4,2445,571,272,129,208,1,15,Chicago,Apartment,2431100
7112,3,6,3441,556,477,153,151,1,41,Dallas,House,3392424
7569,1,4,3979,440,580,547,226,2,3,Chicago,Penthouse,1513800
4832,7,6,2629,513,292,660,280,2,19,Seattle,Townhouse,2846048
7326,4,3,3196,841,587,36,269,3,39,Boston,Townhouse,1413918
7658,7,3,2992,547,732,251,278,1,14,Phoenix,Townhouse,2871750
2036,6,5,953,216,183,12,162,2,50,Seattle,House,796076
6422,1,4,3145,402,533,722,265,3,19,Phoenix,Townhouse,1605500
2628,7,6,1247,186,143,350,102,1,28,Dallas,Villa,1103760
4004,3,3,2122,216,223,524,233,4,33,New York,Apartment,1945944
7320,5,4,3093,504,625,263,204,3,10,Los Angeles,Apartment,3359880
4053,7,4,1757,479,208,259,189,1,10,Seattle,Townhouse,2269680
7814,3,2,4153,420,568,653,204,4,40,Los Angeles,Penthouse,1234612
5771,8,5,3100,496,381,580,223,2,30,Miami,Apartment,3237531
7816,7,6,3139,513,567,766,218,1,39,Phoenix,House,1766416
7719,4,4,2953,393,591,625,277,4,46,Los Angeles,Apartment,2300262
5091,4,3,2686,444,334,282,161,2,30,Phoenix,House,845106
1893,8,6,893,96,97,86,76,4,25,Miami,Villa,789381
7505,8,1,3814,783,592,517,268,2,4,Boston,House,1883755
4127,4,1,1788,255,262,785,5,2,26,Denver,Townhouse,978099
2777,2,5,1065,150,194,459,139,1,24,Houston,House,735905
3953,8,1,1543,344,318,521,235,3,34,Houston,Penthouse,2126714
2854,6,3,1201,185,269,652,75,3,41,Seattle,House,716354
1912,5,2,946,99,113,409,255,2,11,Chicago,Villa,770536
1208,6,3,552,83,74,720,58,1,21,New York,House,219856
941,2,3,509,90,65,51,178,1,22,Seattle,Townhouse,292651
964,5,4,344,81,77,491,166,4,32,Seattle,Apartment,359572
1150,2,5,480,125,86,413,183,4,21,New York,Villa,201250
4787,5,2,2564,535,247,719,247,1,28,Los Angeles,Villa,732411
5258,2,1,2023,619,378,754,57,1,30,Boston,Penthouse,1598432
5739,1,2,2079,597,442,479,67,3,8,Houston,Townhouse,1578225
2411,5,2,1307,191,189,453,181,3,39,Boston,Apartment,1007798
2690,2,4,1427,244,146,25,268,1,6,Seattle,Apartment,398120
5800,5,3,2190,419,394,781,204,1,12,Denver,House,2813000
4220,3,1,2069,419,361,350,60,3,22,New York,Apartment,886200
6698,4,6,2690,483,665,267,42,1,22,Seattle,Townhouse,4079082
1582,5,4,665,103,114,267,60,2,1,Dallas,Townhouse,821058
7079,3,4,2779,426,493,261,285,1,39,Boston,Penthouse,4573034
2166,4,2,984,111,210,539,43,2,48,Phoenix,Penthouse,1251948
3467,7,3,1802,395,176,770,245,1,12,Miami,Villa,1012364
6064,4,1,2142,455,506,597,238,3,36,Boston,Townhouse,2079952
7524,4,6,3562,667,415,311,15,4,21,Seattle,Penthouse,2309868
1641,7,3,770,191,138,10,230,4,26,Seattle,Townhouse,726963
6919,3,6,2751,524,398,699,201,4,25,Houston,Townhouse,3570204
7323,6,5,2585,500,732,465,234,2,21,Los Angeles,Penthouse,3822606
6946,7,3,3180,575,505,255,97,1,7,New York,House,4271790
5687,8,6,2573,631,381,611,117,1,33,New York,Apartment,3002736
1136,8,2,563,73,65,612,142,2,48,Phoenix,House,174944
6605,4,4,2718,536,482,90,190,4,32,New York,Penthouse,977540
1936,6,5,931,174,150,91,214,4,42,Denver,Townhouse,545952
3180,6,1,1217,363,263,538,211,4,28,Chicago,Townhouse,1847580
4619,3,2,1630,267,310,582,94,1,39,Houston,Townhouse,2318738
4363,3,2,1579,491,314,617,56,3,36,Miami,Villa,2002617
4884,6,4,2282,529,471,390,167,1,14,Miami,Penthouse,2730156
4465,8,4,1631,526,299,468,82,4,48,Phoenix,House,2571840
4275,2,4,2196,494,406,255,56,2,47,Houston,House,1385100
7576,5,6,2912,749,712,639,81,4,20,Phoenix,Villa,1265192
1266,1,3,600,77,68,728,215,3,37,Miami,House,716556
4829,7,3,1774,561,327,635,149,4,28,Phoenix,Apartment,2907058
